Analytes,TargetFullName_y,Target_y,UniProt_y,EntrezGeneID_y,EntrezGeneSymbol_y,AD_Estimate,AD_pvalue,AD_FDR,PD_Estimate,PD_pvalue,PD_FDR,FTD_Estimate,FTD_pvalue,FTD_FDR,DLB_Estimate,DLB_pvalue,DLB_FDR
X14326.4,Ubiquitin-conjugating enzyme E2 E1,UB2E1,P51965,7324,UBE2E1,0.0247422926474901,0.376782142550788,0.626421644648479,0.106050948332249,0.000182344068438288,0.00170886136194577,0.0588585529875831,0.524381534796191,0.888472723282337,0.0744116993710299,0.19178805314296,0.631991853922961
X14331.262,Dynein light chain Tctex-type 1,DYLT1,P63172,6993,DYNLT1,-0.00993494261800513,0.789133808264831,0.904703638939049,0.0685713558306569,0.0881212961566975,0.205361459412006,-0.168587269716574,0.168344778939656,0.72847325877117,0.163272202580302,0.0378824085142134,0.301231810872797
X14341.8,Protein FAM69C,FA69C,Q0P6D2,125704,DIPK1C,-0.180618777799864,6.84126264954611e-06,0.000256819445031541,-0.030579672289349,0.474185463977159,0.635743376724247,0.102259572146114,0.440509758163469,0.857126792678138,-0.0175475772983313,0.829249370859519,0.959350480348248
X14593.152,Protein FAM210A,F210A,Q96ND0,125228,FAM210A,0.00289954776479327,0.941824624627969,0.974256258620617,0.0835288448541665,0.0477855352713674,0.13341785737534,0.315311033736928,0.0155731773882831,0.550224508044847,0.159670110574503,0.0546872965991289,0.360655014269823
X14597.5,"Semaphorin-6C, cytoplasmic",SEM6C,Q9H3T2,10500,SEMA6C,-0.124322029331994,0.00775257631159245,0.0581399224638948,-0.0812034773044027,0.0953851665416953,0.216418198949513,0.302430535672119,0.0463557612638749,0.613859239071914,-0.0462465013022118,0.625368280092425,0.904372865311583
X14603.51,Uncharacterized protein KIAA0040,KIAA0040,Q15053,9674,KIAA0040,0.111351725300736,0.0130237577730337,0.0832185373369764,0.0644048028140909,0.174052085224367,0.329785525402177,0.074048739863202,0.625900789889489,0.917339887932605,0.175266172676221,0.0650996416267406,0.393156610811586
X14623.26,Small ubiquitin-related modifier 3,SUMO3,P55854,6612,SUMO3,0.0104012619398345,0.596421926463955,0.79466089816317,0.0358035911462622,0.0940078626095431,0.213984058575068,-0.147741489164091,0.0241333460577196,0.567596140877558,-0.0235078224364753,0.565037262822162,0.884854514213326
X14631.22,Dual specificity protein phosphatase 16,DUS16,Q9BY84,80824,DUSP16,0.0237527357732371,0.571279416038641,0.778556745414047,0.0907922628462579,0.0465359103981766,0.131450517315414,-0.0570272493073734,0.675432847674343,0.930367916932888,0.0352031200558075,0.683859557904577,0.914726817328546
X14633.26,Transmembrane protein 185A,T185A,Q8NFB2,84548,TMEM185A,-0.0285127678746323,0.343539446713006,0.594802181455144,0.070572912167947,0.026528126511447,0.087259967193881,-0.17578067126473,0.0812779591102391,0.663619666080942,0.125707427602484,0.0547282549928801,0.360655014269823
X14636.25,Ribonuclease UK114,Ribonuclease UK114,P52758,10247,RIDA,-0.075811070478537,0.100195194911744,0.291781392195862,-0.106286137563385,0.0343479139622977,0.105307038305754,0.258686061099109,0.101022227184396,0.681168845925312,0.0578859172626974,0.552354945186382,0.881499788127156
X14645.253,Glutathione S-transferase A4,GSTA4,O15217,2941,GSTA4,0.0539854356254335,0.0834849166860709,0.26240953593952,0.0847978085479082,0.00972953196823206,0.0418781874359018,-0.221290432213293,0.0296717632439061,0.587489871656257,0.0867188155195235,0.179337084306257,0.616278640979183
X14655.1,DnaJ homolog subfamily C member 17,DJC17,Q9NVM6,55192,DNAJC17,0.0592527992784919,0.107317820906013,0.303896932779517,-0.08516389913452,0.0265332638251108,0.087259967193881,0.0271495036906547,0.827267490604411,0.966022677699425,0.0368255658757442,0.620219804504601,0.90235031961441
X14662.6,Myeloid zinc finger 1,MZF1,P28698,7593,MZF1,0.193696346226873,1.95886264115664e-06,9.04185488171651e-05,0.113776458954014,0.00701280040672131,0.0322423400292774,0.0560137671317214,0.678778166739583,0.93175825662555,0.121612063321887,0.143516205748175,0.564747809040018
X14670.1,Ski-like protein,SKIL,P12757,6498,SKIL,0.0620425664885611,0.0855082764362357,0.265937152397278,0.16767098240171,3.93170064129269e-06,6.22943552446542e-05,-0.373015559307316,0.00176510107626175,0.49672393206636,0.17244453399944,0.0189757618024447,0.208908389827674
X14674.63,Protein kinase C and casein kinase substrate in neurons protein 3,PACN3,Q9UKS6,29763,PACSIN3,-0.118028621419346,0.0131664533821713,0.0838869406904586,-0.0666525197289176,0.187776718872173,0.346644532436002,0.124693771486611,0.432894749634466,0.855559560524952,-0.0377827875022087,0.705872629645898,0.922288046230693
X14684.17,Calpain-2 catalytic subunit,CAN2,P17655,824,CAPN2,0.10180489066774,0.0149726273031015,0.0912584396601397,0.185200320318753,5.5960713005857e-05,0.000623494824333385,-0.0457348309573277,0.737356957518052,0.943034730608163,0.244793810326982,0.00364219375065873,0.0693486285608134
X14703.6,Prokineticin-1,EG-VEGF,P58294,84432,PROK1,0.0845404273970552,0.0356057490517197,0.157884016097122,0.0430110164629451,0.325856477455215,0.497903271634275,-0.0833579891195902,0.524584848422037,0.888472723282337,0.045862533621237,0.577014895905681,0.88652245299352
X14708.59,Complement component C8 gamma chain,CO8G,P07360,733,C8G,-0.105367174780951,0.0156649234667757,0.094174840168323,-0.173655859236608,0.000112364024895947,0.00114283560611019,-0.260204870427074,0.068033917033719,0.649790738506019,-0.284139560412005,0.00152464359755174,0.0412840993812473
X14711.27,Cystatin-M,Cystatin M,Q15828,1474,CST6,0.0957986502973043,0.0165461872546202,0.0968296361304478,-0.0709115050743767,0.0946465714203344,0.21518578712118,-0.0509935381907808,0.69988338592462,0.934068928071803,0.103023298211625,0.210743712082806,0.65647510878411
X14713.46,Azurocidin,Azurocidin,P20160,566,AZU1,-0.094333569562279,0.0311427110059331,0.144392906397333,-0.0991608213795614,0.0311718368340426,0.0983665610060074,-0.26163446054466,0.067482467391726,0.649790738506019,-0.0163527818226663,0.857814384336389,0.967433944937905
X14747.9,Cytokine receptor-like factor 1,CRLF1,O75462,9244,CRLF1,0.0570286613521297,0.168098608697642,0.402980503100946,0.125472450901593,0.00664240465475623,0.0309931974251232,-0.0415089208116526,0.766115146931899,0.949502809015055,-0.0767271102022728,0.369896090379315,0.788796285153498
X14755.4,Lactotransferrin,Lactoferrin,P02788,4057,LTF,-0.165113662667455,0.000538368066190193,0.0086756044227283,-0.075924484699912,0.156459341345352,0.307017186893003,0.0188780007104421,0.907955191909474,0.980964364069899,-0.219768527619172,0.0331179767167086,0.282336093119089
X14759.149,Cadherin-1,Cadherin E,P12830,999,CDH1,-0.0370163807346735,0.388599179012512,0.636291435716417,-0.0589804238179915,0.195199835849853,0.355089569234576,-0.0332400538592129,0.814223374853695,0.963532879519767,-0.245712069558652,0.0060005209868668,0.0981322825748242
X15299.102,LDLR chaperone MESD,MESD2,Q14696,23184,MESD,0.0668173986608911,0.0617329005689661,0.218455698570262,0.109504906915217,0.00149771704247474,0.00975879339214064,-0.0107632371281181,0.92806888732465,0.984877896023098,0.101227639501957,0.166657481466846,0.60005775479643
X15300.66,Coiled-coil domain-containing protein 134,CC134,Q9H6E4,79879,CCDC134,-0.010238435717704,0.80541696694956,0.911209904753346,0.127477095492192,0.0027239456028163,0.0157317382847966,-0.0988204997086915,0.479793169720656,0.873276438662362,0.00470585172744461,0.957131659657536,0.988088886774584
X15301.24,Acrosomal protein SP-10,sperm protein 10,P26436,56,ACRV1,-0.0837326475818259,0.0670063961344955,0.229476071761394,-0.108718949793591,0.0219209082999815,0.0754474303658609,-0.079023657124298,0.605188827235546,0.909098450581454,-0.0975603807080505,0.307375826883633,0.746400399871531
X15304.1,Regenerating islet-derived protein 3-alpha,PAP1,Q06141,5068,REG3A,0.0959342500047316,0.0239971438042205,0.121867124607598,0.34729422000437,1.90360004186806e-13,1.63338772423666e-11,0.0223916480639443,0.873366586360433,0.980778577268374,0.276067441230376,0.00189069325053375,0.0472248616088232
X15305.7,Secretagogin,Secretagogin,O76038,10590,SCGN,0.103799277897792,0.022758196395153,0.118770460965858,0.109537841060755,0.0225407034743691,0.0768850944012165,0.119985994368785,0.429779156227406,0.853636581645238,0.0591092911445381,0.525800409219539,0.874392978533474
X15308.108,Brorin,VWC2,Q2TAL6,375567,VWC2,0.0894577751070665,0.0219472136077058,0.116741966606171,0.213926292070612,2.34789972487557e-07,5.18815166630531e-06,0.230290410024572,0.0799651706126467,0.663619666080942,0.144475452910402,0.075747201000272,0.421783386616437
X15312.14,Protein argonaute-1,AGO1,Q9UL18,26523,AGO1,0.0115672064392282,0.633718142617153,0.817514705380988,-0.0207857713169972,0.404773641108029,0.572909050300075,-0.135545654058519,0.0856111077213867,0.663619666080942,-0.116797585996441,0.0167603052379449,0.189729630140781
X15315.64,Copper homeostasis protein cutC homolog,CUTC,Q9NTM9,51076,CUTC,0.0367856174131804,0.350689132781324,0.602229323176446,0.0210815810462064,0.628577204489322,0.757571979215788,-0.103276876265507,0.445535205244174,0.85800104453422,-0.160040759459388,0.0477578652913365,0.338921821675467
X15316.262,Thioredoxin-like protein 4B,TXN4B,Q9NX01,54957,TXNL4B,-0.0485352490862397,0.123720901061798,0.334051488890599,-0.0392090903831425,0.225284368380544,0.391183658841066,-0.282359406734953,0.00830089715928355,0.49672393206636,-0.0900776921596034,0.164860252889607,0.598106356669169
X15321.8,Complexin-2,CPLX2,Q6PUV4,10814,CPLX2,0.560158746840857,8.10447654009289e-46,1.33865691250984e-42,0.369016046618919,2.712682058531e-19,6.18023805541872e-17,0.0790681698119575,0.53428272180425,0.891782412114726,0.39938956622783,3.78735925386073e-07,9.78668171427229e-05
X15325.14,Neuromodulin,NEUM,P17677,2596,GAP43,0.0428514821081639,0.139275092373987,0.359309072750852,-0.00893938714845653,0.769996288223565,0.86048384073326,-0.218971745654455,0.0230549695775504,0.563443924247785,0.0219970434799272,0.71296284771115,0.923093383270148
X15336.7,Selenoprotein M,SELM,Q8WWX9,140606,SELENOM,0.0914266751797818,0.0112914898293034,0.0755089810751091,0.257246241967022,4.88552900195172e-11,2.44535531181023e-09,0.302136378491665,0.0154932627981491,0.550224508044847,0.180414638664637,0.0171326013244063,0.193165694454526
X15361.37,Ankyrin repeat domain-containing protein 1,ANKR1,Q15327,27063,ANKRD1,-0.106633571115651,0.0113920421490492,0.0757215517895052,-0.0745598024763314,0.0972598867976544,0.219091739540437,-0.143386912084319,0.306542247162674,0.808227970111181,-0.110598390226901,0.198937737354267,0.639601766763817
X15363.32,Apolipoprotein A-V,Apo A-V,Q6Q788,116519,APOA5,-0.101541508399759,0.02748277356154,0.134073500538151,-0.0535219107824828,0.282314190953814,0.453611347186734,-0.253304782006376,0.108054951202491,0.681168845925312,-0.242005074573776,0.0121014568466477,0.157858001304383
X15365.41,Adhesion G protein-coupled receptor B3,BAI3,O60242,577,ADGRB3,0.00422558241475759,0.925778727577781,0.969046269503549,-0.0985176664942747,0.032743115580886,0.101804124537842,0.00768270598377928,0.958104640954517,0.989274474426597,-0.119736681614102,0.183729419950348,0.620617942387702
X15368.3,BMP-binding endothelial regulator protein,BMPER,Q8N8U9,168667,BMPER,-0.0122576294347362,0.765601682804918,0.890707927151276,0.01698975023796,0.707609874543707,0.816071768974951,-0.208565679092354,0.136288787077453,0.706983622309971,-0.264263534115458,0.00200082143126054,0.0491046085319415
X15370.5,BolA-like protein 1,BOLA1,Q9Y3E2,51027,BOLA1,-0.0949183409503877,0.0231056094600785,0.119544840800892,0.0908646626044393,0.0397130921455993,0.117364932551051,-0.026717551418274,0.847406991734998,0.972861510754672,0.0502048784587238,0.559132085498501,0.884854514213326
X15375.49,Carboxypeptidase B,Carboxypeptidase B1,P15086,1360,CPB1,0.221500174657668,2.07883043517739e-06,9.28029235487637e-05,-0.0237186618455919,0.635808482679076,0.763779390011028,0.118432505700853,0.441496415125683,0.857126792678138,-0.0727636114761466,0.441216747511866,0.830574149353605
X15381.45,Discoidin domain-containing receptor 2,Discoidin domain receptor 2,Q16832,4921,DDR2,0.0727501902369391,0.0747765789576572,0.244699780670253,0.154741446304053,0.000383643170885318,0.00321258609637427,0.0724422838894022,0.578542559694059,0.90172934463285,0.15793805701845,0.0552117888446644,0.361804313525648
X15383.200,Endothelin-3,Endothelin 3,P14138,1908,EDN3,-0.0921059840417481,0.03012161843962,0.142483206238635,-0.124606205633207,0.00866234167864401,0.0381293081084617,-0.326930765429422,0.0191556153971668,0.554095708120076,-0.199360736593177,0.0201117253212394,0.216766997059427
X15386.7,"Fatty acid-binding protein, adipocyte",FABPA,P15090,2167,FABP4,-0.124399316422823,0.0012167834948485,0.015607052229483,0.286062766512734,1.02663520852601e-10,4.64587590598037e-09,0.104604569036794,0.429569528961434,0.853636581645238,0.130211721835963,0.105716017472384,0.491874564834824
X15387.44,Neuropilin-2,Neuropilin-2,O60462,8828,NRP2,0.166314733834694,6.78597436040037e-05,0.00167294524623751,0.231651850182299,1.32944028363605e-07,3.1663021281489e-06,-0.0486118526634216,0.728219260275603,0.940567438391167,0.130852592970467,0.129797446386967,0.541054718156903
X15389.1,"Frataxin, mitochondrial",FRDA,Q16595,2395,FXN,0.00309427632218374,0.943804791147721,0.975703059789234,-0.130469743340426,0.00514055911813113,0.0255508566984914,0.310469579070755,0.0297879683676171,0.587489871656257,-0.0420442147211738,0.636578422804577,0.908616279542297
X15391.114,Growth arrest-specific protein 6,GAS-6,Q14393,2621,GAS6,-0.100946866597323,0.0164127324608423,0.0962190979314866,0.0116751640496633,0.793851866011809,0.87625640511105,0.151137151632812,0.276868532367384,0.796495919917026,-0.118738357013788,0.173162362324832,0.608248253066216
X15394.79,Netrin receptor UNC5B,UNC5B,Q8IZJ1,219699,UNC5B,0.106280505191353,0.00267206528115518,0.0283376168741448,0.229762737389143,3.4650455198606e-09,1.20492398682731e-07,0.167771206554227,0.171148567899372,0.729395965630022,0.259901261892435,0.000603845192464745,0.0229287654403136
X15412.40,Baculoviral IAP repeat-containing protein 7,KIAP,Q96CA5,79444,BIRC7,-0.0939512321013499,0.0410482594745247,0.171320529803756,-0.101769196691696,0.0398353567412457,0.117548995975619,0.154003853788722,0.311088386395446,0.809513517547095,-0.0829294503804398,0.381659885151709,0.794463409324934
X15414.316,L-lactate dehydrogenase A chain,LDHA,P00338,3939,LDHA,-0.0957812578417883,0.021046837808925,0.113701109896621,-0.0189075247535714,0.64815554065734,0.772850326136626,-0.110838308137087,0.410576588747249,0.844054174573203,-0.211285017084522,0.0121935113325586,0.157858001304383
X15417.3,Serpin B5,Maspin,P36952,5268,SERPINB5,-0.0500900694065001,0.23165352836405,0.481300271038138,-0.12949821207919,0.00315665021978236,0.0176297447185985,0.0421951625423647,0.771938895889873,0.951466518814403,-0.153897731573289,0.0808488590321154,0.432875536163036
X15419.15,Matrix metalloproteinase-20,MMP20,O60882,9313,MMP20,0.0388735588001303,0.276243875843544,0.527045870841061,0.0963705093726107,0.00993168710984665,0.0426649263554986,-0.0341025881860297,0.768322526291549,0.949803645448151,-0.151345526663531,0.0329453340265903,0.282321429200625
X15422.12,Myelin P2 protein,MYP2,P02689,5375,PMP2,-0.0626781692675162,0.168285596414286,0.402980503100946,-0.15589818491605,0.00114541907323715,0.00790782008033213,-0.199397426235646,0.206494739080868,0.757451537451799,0.0280255824159647,0.767611272743056,0.939882816718563
X15426.5,Sialidase-1,NEUR1,Q99519,4758,NEU1,-0.173372667223261,8.43158181534435e-05,0.00198247192362919,-0.226030740804227,1.92705343695198e-06,3.28145413864478e-05,0.103226366827494,0.481759395019032,0.873631704702737,-0.290826462815665,0.00134978780049675,0.0384332392055151
X15427.35,Lysyl oxidase homolog 3,LOXL3,P58215,84695,LOXL3,-0.133355863292081,0.00201164668152898,0.02311469499976,-0.0311749171839253,0.489579603634119,0.647469131687465,0.00379479270378631,0.979889703321193,0.992528917136379,-0.126411959757659,0.165362320450446,0.598106356669169
X15431.31,"Ornithine carbamoyltransferase, mitochondrial",OTCase,P00480,5009,OTC,-0.119128061483897,0.00934496564182629,0.0657802502964138,-0.236981247281594,2.41084831537006e-06,3.99209895229322e-05,-0.163577162139709,0.29335396125337,0.802679133653552,-0.394637200203897,4.88078646848516e-05,0.00366447229514562
X15433.4,Proto-oncogene tyrosine-protein kinase Src,p60-Src,P12931,6714,SRC,0.030412170442257,0.255667281819859,0.506388975526153,-0.0565627693954908,0.0380981957001929,0.113692312100801,-0.108048994563058,0.22827382172576,0.765579920743458,-0.0381248398425158,0.489626649080837,0.859882021432916
X15435.4,Purine nucleoside phosphorylase,PNP,P00491,4860,PNP,-0.0460738363711048,0.0679995467643686,0.231811077833638,-0.0878923762367969,0.00177834393222964,0.011190017485944,-0.00353525134830303,0.966614400899435,0.989356402798584,-0.109301255912335,0.0370145845130269,0.300067926230145
X15437.11,Receptor activity-modifying protein 3,RAMP3,O60896,10268,RAMP3,-0.137100123068787,0.00247215611862906,0.0268202552968509,-0.0465401011453081,0.342093318526126,0.513567497273828,-0.397124740283997,0.00936293719316362,0.49672393206636,-0.107780969576967,0.243161353033597,0.69278441547778
X15439.21,Rho-related GTP-binding protein RhoE,RND3,P61587,390,RND3,-0.0850115059263624,0.0491051258346064,0.189840588876094,-0.0657374182976135,0.165755240255645,0.319005206049824,0.0234092087517723,0.868009691463951,0.979900407393618,-0.0613497751730893,0.476527082927854,0.851613318069876
X15440.57,Neuroendocrine convertase 2,NEC2,P16519,5126,PCSK2,-0.115191476554096,0.0059179956165478,0.0485114107177808,-0.138957142651177,0.00114790279681622,0.00791669496718658,-0.14963631728827,0.256149097765926,0.776319765568567,-0.0691292291379116,0.40638720252838,0.811520739076717
X15441.6,Ganglioside GM2 activator,SAP3,P17900,2760,GM2A,0.0222892418843091,0.572047956262416,0.778857121775512,0.263503671915417,3.58196592850054e-10,1.46994092482007e-08,0.32320278312761,0.0145015250543121,0.550224508044847,0.356970334969941,1.41207193449198e-05,0.0014577436361232
X15444.45,Serpin B4,SCCA2,P48594,6318,SERPINB4,-0.0295172786255304,0.540147490395106,0.755451835105941,-0.173858291207157,0.000795563002906648,0.00585332378641896,-0.294921274358538,0.069076810757159,0.653854568298781,-0.0157150577152963,0.87781662695232,0.971171021239427
X15447.45,Sorbitol dehydrogenase,Sorbitol dehydrogenase,Q00796,6652,SORD,-0.127654129909213,0.00443941200412837,0.0400152730031052,-0.245735374580064,4.27810198215865e-07,8.69705224496067e-06,0.212690883572339,0.169055368959637,0.72847325877117,-0.179436276135963,0.0570380072189073,0.365873896791574
X15449.33,T-cell immunoglobulin and mucin domain-containing protein 4,TIM-4,Q96H15,91937,TIMD4,-0.121231728719114,0.00881998129226097,0.063478884965107,0.113551792488179,0.0252147423074053,0.0837996994089673,0.173653978144747,0.270252691586653,0.792173705995128,0.0139809760774059,0.886026720979386,0.971487438981978
X15452.5,5'-Nucleotidase,5'-Nucleotidase,P21589,4907,NT5E,-0.161015095085427,0.000124706792048506,0.00266646529147081,-0.120829597891529,0.00762648141006953,0.034285412763359,-0.0904466039918692,0.523177134755097,0.888404608638095,-0.176398725929349,0.0424771941494162,0.317115052819427
X15453.3,Alpha-1-microglobulin,a1-Microglobulin,P02760,259,AMBP,-0.0696211983305964,0.116844080005185,0.321260439697986,0.115359524634072,0.0142497706831853,0.0560072783484862,0.24839693573425,0.0861346074611781,0.663619666080942,0.141146753228464,0.12009244961023,0.520454325353402
X15455.40,Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain,ADA15:ECD,Q13444,8751,ADAM15,0.0895227014956095,0.0435797842484255,0.176793598420037,0.0646270890842568,0.182452251471801,0.340525995896664,-0.149596575491139,0.310606270865265,0.809513517547095,0.101961725303444,0.267786344820437,0.712542219804366
X15460.9,Dipeptidyl peptidase 4,CD26,P27487,1803,DPP4,0.082054082085946,0.0123797227882909,0.0801890475119979,0.0765350557262752,0.0307448580141219,0.097518615890208,-0.00809038205689884,0.940172058959158,0.986097380975998,0.143377914760938,0.0373663549804468,0.300340033279577
X15462.28,T-cell surface glycoprotein CD8 alpha chain,CD8A,P01732,925,CD8A,0.110851657570341,0.0107862343185691,0.0726449033055921,0.0281354628055079,0.543998371474962,0.692999817398799,0.0106971755017882,0.940959893664974,0.986097380975998,0.0850076195906916,0.3490474309293,0.774918137147139
X15465.79,Protein canopy homolog 4,CNPY4,Q8N129,245812,CNPY4,0.172510689986071,1.30857471149221e-06,6.26503849190512e-05,0.251456631684736,7.38582185037697e-13,5.60897988108513e-11,-0.0598184998229134,0.610362954228299,0.911543408360391,0.219988376819974,0.00311843623460055,0.0628155737866032
X15466.30,Collagen alpha-1(IX) chain,CO9A1,P20849,1297,COL9A1,-0.00291615998919181,0.94622081168386,0.976721731958025,0.132297258419899,0.00547221614234761,0.0267064489397197,0.167583189303167,0.253526809368083,0.775755725791838,0.194611939256749,0.0337777519631718,0.287589700026644
X15468.14,Complement factor H-related protein 1,FHR1,Q03591,3078,CFHR1,-0.0798431086176439,0.0784809783473408,0.251955210855627,-0.012425184621033,0.7964773157914,0.878518468352884,0.560457196791693,0.000282043595454427,0.49672393206636,-0.0202841605149033,0.828343219994447,0.958637879576688
X15472.16,Low-density lipoprotein receptor-related protein 11,LRP11,Q86VZ4,84918,LRP11,0.094624597994915,0.0222298958736745,0.117507135141282,0.217524680905001,1.00073950842408e-06,1.81645217916425e-05,0.00166083988863263,0.990445890466631,0.995786180739188,0.241690489004189,0.0057866654391221,0.0960069998362476
X15474.7,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,Q13526,5300,PIN1,0.00470120985902423,0.848671801543946,0.932198602294405,-0.0564251565299007,0.0366700902173522,0.110528871380495,-0.0355360479527278,0.672764548013149,0.929757096304858,-0.0122018836091568,0.817184343758157,0.954754546279424
X15475.4,Phospholipid transfer protein,PLTP,P55058,5360,PLTP,-0.175376552121547,0.000213386090726889,0.00412234474103086,-0.0434269377619828,0.395049488254926,0.563141075033491,0.190288407775651,0.22946445435638,0.765579920743458,-0.154744210144236,0.117898700317482,0.515908605910687
X15481.45,Antibacterial protein LL-37,LL-37,P49913,820,CAMP,0.0165786374382835,0.71437365367922,0.862233600631825,-0.0984540318140258,0.0444934614471651,0.127259004234381,-0.0424742819901435,0.779598081768335,0.954283856799553,-0.107666647817172,0.255324053167344,0.7025944073123
X15483.377,Agrin,Agrin,O00468,375790,AGRN,-0.146655856835869,0.00108982956598428,0.0145464726110266,-0.0769972502385343,0.115429201626283,0.249066210040775,0.168799598133929,0.257739411383837,0.776698782827314,-0.276841407959295,0.00294082417926651,0.0600916934503219
X15487.164,Liver carboxylesterase 1,"carboxylesterase, liver",P23141,1066,CES1,-0.140470952775523,8.92844749330683e-05,0.00206983342415011,-0.0925208165941531,0.0195002883787567,0.0697241797263013,0.0699356198216677,0.566312195780172,0.897441017572846,-0.15567574495369,0.0366380871829039,0.298480692993152
X15492.1,Cysteine-rich motor neuron 1 protein:Extracellular domain,CRIM1:ECD,Q9NZV1,51232,CRIM1,0.0101159306006376,0.782957433655693,0.901118901655704,0.103543661034498,0.00525700443210727,0.0259589150096657,0.0683787213264127,0.576398847559321,0.900647085593254,-0.00644870264173464,0.92974971370407,0.980915159087234
X15494.11,Fibroblast growth factor-binding protein 1,FGFP1,Q14512,9982,FGFBP1,0.174705941684583,6.85036415967132e-05,0.00167752246142471,0.180144590035832,0.000114477209671238,0.00115827094073181,0.11396879625769,0.43470488060553,0.857125492280865,0.0942355128087588,0.297321622592933,0.738946040638897
X15503.15,Left-right determination factor 2,Lefty-A,O00292,7044,LEFTY2,0.166782094130196,1.01705008001105e-05,0.000345346555478788,0.249906274322553,1.63311973861667e-09,6.06181017586537e-08,-0.0045444055231713,0.970977489969092,0.989701986458777,0.237056555145904,0.00246454347725028,0.0539215968409078
X15503.20,Left-right determination factor 2,Lefty-A,O00292,7044,LEFTY2,0.18971376000012,1.81126788823773e-05,0.000559207800821806,0.0807105249970216,0.0851976869862728,0.200892618814527,0.0215397473074433,0.882718554328737,0.980778577268374,0.0462409731360939,0.611548346143122,0.90067552913809
X15504.39,Baculoviral IAP repeat-containing protein 7 Isoform beta,Livin B,Q96CA5,79444,BIRC7,-0.0180495756910805,0.688639915936454,0.846954491974749,-0.122404436729176,0.00945155869198151,0.0408413657801974,0.0639387649677881,0.6544012431724,0.925641637268121,-0.191445836972254,0.0321765679119481,0.279671620839589
X15511.37,Neuronal pentraxin receptor,NPTXR,O95502,23467,NPTXR,-0.291134774506816,1.21665642496389e-12,2.17255378371254e-10,-0.13559631150754,0.0020199872110604,0.0123918806903213,-0.251706269166284,0.0676637024655276,0.649790738506019,-0.199910162105869,0.0192203665330855,0.209686663949969
X15514.26,Cholinesterase,Pseudocholinesterase,P06276,590,BCHE,-0.0900769792524325,0.0481381898321724,0.18752890343229,-0.224140499066549,7.10306738208816e-06,0.000103369969589111,0.211606017944785,0.160442965063866,0.72847325877117,-0.289234984291323,0.00238626489126636,0.0534351335485064
X15515.2,Serum amyloid A-1 protein,SAA,P0DJI8,6288,SAA1,-0.0430622355174179,0.331262023991542,0.583328409518155,0.276654142909603,1.03362271434551e-08,3.16164133040776e-07,-0.00719801964419046,0.959568573857312,0.989356402798584,0.164206239491419,0.0740461740074052,0.418855369577848
X15521.4,Calsyntenin-1,Alcadein alpha-1,O94985,22883,CLSTN1,-0.101475579350211,0.0228593194088557,0.118828893260668,-0.103832272677802,0.0350485632248076,0.106663223042977,-0.213714199496908,0.170218047741135,0.72857459653861,-0.162374474941687,0.0871705359027261,0.450063141246689
X15522.2,Golgi-associated plant pathogenesis-related protein 1,GAPR1,Q9H4G4,152007,GLIPR2,0.00967255878262341,0.830955879648748,0.923372918614664,-0.071418730213146,0.136385256858466,0.278546334486519,-0.0570422658003929,0.704004409467132,0.934068928071803,-0.254001817878597,0.00680942973155306,0.106108259991441
X15525.294,Alcohol dehydrogenase 1C,ADH1G,P00326,126,ADH1C,-0.15456642990142,0.000644314121852536,0.00996951616646301,-0.242834031423111,8.70297739352522e-07,1.59281361880945e-05,0.131521037274112,0.408178808267269,0.842676636372394,-0.373741980043022,9.32240200057131e-05,0.00592241442478602
X15526.33,Glutathione synthetase,GSHB,P48637,2937,GSS,-0.0343394618004869,0.44411629834331,0.684139982083061,-0.164983729517272,0.000599991016312532,0.00465274723565363,-0.179597195457682,0.235996254729095,0.765579920743458,-0.274440356644642,0.0041148697590663,0.0754252385492855
X15527.90,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH,P09622,1738,DLD,0.147932386214719,0.0011474131108879,0.0149821312720086,-0.0264686956985737,0.588124303982859,0.728484678742923,-0.0478146665118518,0.746784565381968,0.946027487095056,-0.100558856509571,0.295819359274123,0.738096112811228
X15530.33,Ephrin type-B receptor 4,EphB4,P54760,2050,EPHB4,0.153608727132357,9.56295680879094e-06,0.00033084829870621,0.207060257083271,3.74517841096543e-08,9.97757812953572e-07,0.303535104830602,0.0128992599127566,0.540684408433561,0.224309652612129,0.00294683043407058,0.0600916934503219
X15533.97,Macrophage scavenger receptor types I and II:Extracellular domain,Macrophage scavenger receptor:ECD,P21757,4481,MSR1,0.0869385626688323,0.023682448557341,0.121106762862502,0.352857344184782,1.1058884410862e-16,1.69921044889686e-14,0.17814043950986,0.173328230064814,0.731550778628449,0.217272296090158,0.00738932303512761,0.110957402938837
X15535.3,Serine protease 27,Marapsin,Q9BQR3,83886,PRSS27,0.117819928475091,0.00680909417977464,0.053051515620013,0.105555987608167,0.0222916393543461,0.0764301303654203,-0.0738381788841446,0.595365836278918,0.907055155578242,0.158704523363615,0.0686974428073706,0.405615732464967
